pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
2356,10.5195/jmla.2019.497,NA,Report,2018,Case Report Implementation of a fee-based service model to university-affiliated researchers at the University of Alberta,NA,NA,NA,NA,NA,NA,NA,NA,NA
2357,10.29173/jchla/jabsc.v31i2.27030,NA,Article,2010,Chapter Highlights: Northern Alberta Health Libraries Association,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
2358,10.7939/R3Z892J2P,NA,Research Material,2016,CIHR Grant Assist Program (HS) Research Impact Slides,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,10.1002/14651858.cd012485,NA,Article,2017,Comprehensive geriatric assessment for improving outcomes in elderly patients admitted to a surgical service,The Cochrane Database of Systematic Reviews,NA,NA,NA,NA,NA,NA,NA,NA
2360,10.1002/14651858.CD012485.pub2,NA,Review,2018,Comprehensive geriatric assessment for older people admitted to a surgical service,Cochrane Database of Systematic Reviews,NA,NA,NA,NA,NA,NA,NA,NA
2361,10.1002/nau.22677,NA,Review,2016,Conservative management for female urinary incontinence and pelvic organ prolapse review 2013: Summary of the 5th International Consultation on Incontinence,Neurourology and urodynamics,NA,NA,NA,NA,NA,NA,NA,NA
2362,NA,NA,Conference Paper,2010,Contributions of Home-Based Medication Reviews in the Elderly: A Systematic Review.,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,NA,NA,NA,NA,NA,NA,NA,NA
2363,10.29173/jchla29405,NA,Article,2019,Dimensions,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
2364,10.5596/c09-011,NA,Article,2009,E-Journals Access and Management,Journal of the Canadian Health Libraries Association,NA,NA,NA,NA,NA,NA,NA,NA
2365,10.1016/j.jss.2017.03.041,NA,Review,2017,Economic evaluations of comprehensive geriatric assessment in surgical patients: a systematic review,Journal of Surgical Research,NA,NA,NA,NA,NA,NA,NA,NA
2366,10.1007/s11606-011-1757-y,NA,Review,2011,Effect of aspirin dose on mortality and cardiovascular events in people with diabetes: a meta-analysis,Journal of general internal medicine,NA,NA,NA,NA,NA,NA,NA,NA
2367,10.1002/aet2.10053,NA,Review,2017,Emergency physician training on mild traumatic brain injury: a systematic review,AEM education and training,NA,NA,NA,NA,NA,NA,NA,NA
2368,10.1002/nau.21051,NA,"Review
",2011,Falls risk reduction and treatment of overactive bladder symptoms with antimuscarinic agents: a scoping review,Neurourology and urodynamics,NA,NA,NA,NA,NA,NA,NA,NA
2369,10.1016/j.ijnurstu.2016.05.001,NA,Review,2016,Help seeking by health professionals for addiction: A mixed studies review,International Journal of Nursing Studies,NA,NA,NA,NA,NA,NA,NA,NA
2370,10.1111/j.1365-2648.2011.05919.x,NA,Review,2012,"Hope, older adults, and chronic illness: a metasynthesis of qualitative research",Journal of advanced nursing,NA,NA,NA,NA,NA,NA,NA,NA
2371,10.1111/opn.12007,NA,Article,2014,Identifying modifiable factors to improve quality for older adults in hospital: a scoping review,International Journal of Older People Nursing,NA,NA,NA,NA,NA,NA,NA,NA
2372,10.1017/s147895151500070x,NA,Article,2015,Indigenous people's experiences at the end of life,Palliative & Supportive Care,NA,NA,NA,NA,NA,NA,NA,NA
2373,NA,NA,Conference Paper,2008,Information Retrieval from Digital Libraries,Culture and Identity in Knowledge Organization,NA,NA,NA,NA,NA,NA,NA,NA
2374,10.1097/won.0000000000000234,NA,Article,2016,Nocturnal enuresis in older people: Where is the evidence and what are the gaps?,Journal of Wound Ostomy & Continence Nursing,NA,NA,NA,NA,NA,NA,NA,NA
2375,10.1007/s00520-015-2998-9,NA,Meeting Abstract,2015,NON-PHARMACOLOGICAL CANCER PAIN INTERVENTIONS IN POPULATIONS WITH SOCIAL DIPARITIES: A SYSTEMATIC REVIEW AND META-ANALYSIS.,Oncology Nursing Forum,33,44563,39-65,NA,NA,NA,NA,NA
2376,10.1007/s00520-015-2998-9,NA,Article,2016,Non-pharmacological cancer pain interventions in populations with social disparities: a systematic review and meta-analysis,Supportive Care in Cancer,NA,NA,NA,NA,NA,NA,NA,NA
2377,/10.5596/c11-019,NA,Article,2011,Northern Alberta Health Libraries Association,The Journal of the Canadian Health Libraries Association= Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
2378,10.21083/partnership.v5i2.1265,NA,Article,2010,Northern Alberta Health Libraries Association News,Partnership: The Canadian Journal of Library and Information Practice and …,NA,NA,NA,NA,NA,NA,NA,NA
2379,0.1017/cem.2017.304,NA,Article,2017,P102: Education and training on mild traumatic brain injury among emergency department physicians: a systematic review,Canadian Journal of Emergency Medicine,NA,NA,NA,NA,NA,NA,NA,NA
2380,10.1016/j.pedn.2017.04.016,NA,Article,2017,Parenting practices of African immigrants in destination countries: A qualitative research synthesis,Journal of Pediatric Nursing,NA,NA,NA,NA,NA,NA,NA,NA
2381,10.1016/j.jogc.2019.02.009,NA,Review,2019,Postpartum mental health disorders in indigenous women: A systematic review and meta-analysis,Journal of Obstetrics and Gynaecology Canada,NA,NA,NA,NA,NA,NA,NA,NA
2382,10.1007/978-1-4939-2920-7_16,NA,Book Chapter,2016,Qualitative evidence in pediatrics,Handbook of Qualitative Health Research for Evidence-Based Practice,NA,NA,NA,NA,NA,NA,NA,NA
2383,10.5195/jmla.2021.1216,NA,Article,2021,"Racial, gender, sexual, and disability identities of the Journal of the Medical Library Association's editorial board, reviewers, and authors",Journal of the Medical Library Association: JMLA,NA,NA,NA,NA,NA,NA,NA,NA
2384,10.5195/jmla.2018.205,NA,Article,2018,Research evaluation support services in biomedical libraries,Journal of the Medical Library Association: JMLA,NA,NA,NA,NA,NA,NA,NA,NA
2385,10.5596/c15-025,NA,Article,2015,Scholarly Metrics Under the Microscope: From Citation Analysis to Academic Auditing,Journal of the Canadian Health Libraries Association/Journal de l …,NA,NA,NA,NA,NA,NA,NA,NA
2386,10.1111/ppe.12529,NA,Review,2019,Social determinants of health and adverse maternal and birth outcomes in adolescent pregnancies: a systematic review and meta‐analysis,Paediatric and Perinatal Epidemiology,NA,NA,NA,NA,NA,NA,NA,NA
2387,10.5195/jmla.2021.1279,NA,Article,2021,Striving for equity: An update from the Journal of the Medical Library Association,Journal of the Medical Library Association: JMLA,NA,NA,NA,NA,NA,NA,NA,NA
2388,10.1186/s12884-020-2822-5,NA,Review,2020,Systematic review of the measurement properties of indices of prenatal care utilization,BMC pregnancy and childbirth,NA,NA,NA,NA,NA,NA,NA,NA
2389,10.1186/s13643-019-1161-y,NA,Review,2019,Systematic review of the use of process evaluations in knowledge translation research,Systematic reviews,NA,NA,NA,NA,NA,NA,NA,NA
2390,10.1017/s0714980817000368,NA,Article,2017,The care of older adults experiencing cognitive challenges: How interprofessional teams collaborate,Canadian Journal on Aging/La Revue canadienne du vieillissement,NA,NA,NA,NA,NA,NA,NA,NA
2391,NA,NA,Presentation,2017,What’s so neat about tweets in the classroom? A case study in medical education,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,10.29173/cais1192,NA,Article,2021,“Northern Relations”: Collaborating “In a Good Way” to Develop the Inuvialuit Digital Library Metadata Framework,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2393,10.7152/acro.v29i1.15453,NA,Article,2017,A Community-Driven Usability Evaluation: The Case of the Inuvialuit Settlement Region Digital Library,NA,NA,NA,NA,NA,NA,NA,NA,NA
2394,NA,9780429356209,Book,2020,Academic library initiatives “for the public good:” Diversity by Design or retrofitting?,Humanizing LIS Education and Practice,NA,NA,NA,NA,NA,NA,NA,NA
2395,NA,NA,Article,NA,CAIS Paper: Development of a Digital Library Infrastructure for the North: An Environmental Scanning Approach,NA,NA,NA,NA,NA,NA,NA,NA,NA
2396,10.1080/01639374.2017.1312723,NA,Article,2018,Community-driven knowledge organization for cultural heritage digital libraries: The case of the Inuvialuit Settlement Region,Advances in Classification Research Online,NA,NA,NA,NA,NA,NA,NA,NA
2397,10.29173/cais1129,NA,Article,2020,Community and Information Science Converging: Co-Development of Digital Storytelling in the Inuvialuit Digital Library,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2398,NA,NA,dissertation-thesis,1998,Culture in language textbooks: criteria for evaluation and their application to five Russian language textbooks,NA,NA,NA,NA,NA,NA,NA,NA,NA
2399,10.29173/cais915,NA,Article,2015,Development of a Digital Library Infrastructure for the North: An Environmental Scanning Approach,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2400,10.6017/ital.v35i4.9601,NA,Editorial Material,2016,Editorial board thoughts: metadata training in Canadian library technician programs,Information Technology and Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2401,10.6017/ital.v29i4.3127,NA,Editorial Material,2010,Editorial board thoughts: system requirements,NA,NA,NA,NA,NA,NA,NA,NA,NA
2402,10.6017/ital.v31i1.1857,NA,Article,2012,Editorial board thoughts: tools of the trade,Information Technology and Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2403,NA,NA,Book Chapter,2005,Facing the Deep: The Orlando Project Delivery System 1.0,TEXT TECHNOLOGY,NA,NA,NA,NA,NA,NA,NA,NA
2404,NA,NA,Conference paper,2017,Forming the Canadian Linked Data Initiative,NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,10.5771/9783956507762-123,978-3-95650-775-5,Book,2020,Indigenous Community Driven Knowledge Organization at the Interface,at the Interface,NA,NA,NA,NA,NA,NA,NA,NA
2406,10.29173/cais1202,NA,Article,2021,Indigenous Digital Storytelling for Cultural Heritage Access and Preservation,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2407,10.1080/10572317.2021.1946748,NA,Article,2021,Indigenous Digital Storytelling: Digital Interfaces Supporting Cultural Heritage Preservation and Access,International Information & Library Review,NA,NA,NA,NA,NA,NA,NA,NA
2408,10.6017/ital.v37i2.10460,NA,Editorial Material,2018,ITAL Editorial Board Thoughts: Events in the Life of ITAL,Information Technology and Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2409,10.7152/nasko.v8i1.15859,NA,Article,2021,Knowledge Organization in Support of an Indigenous Worldview: A Community Driven Metadata Framework for the Inuvialuit Digital Library,"NASKO",NA,NA,NA,NA,NA,NA,NA,NA
2410,NA,NA,Poster,2016,Languages and Dialects in the Digital Library North,NA,NA,NA,NA,NA,NA,NA,NA,NA
2411,0.29173/cais974,NA,Article,2018,Metadata as data: Exploring ethical metadata sharing and access for indigenous resources through OCAP principles,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2412,NA,NA,Article,2014,Metadata for research data: current practices and trends,International conference on Dublin core and metadata applications,NA,NA,NA,NA,NA,NA,NA,NA
2413,10.7939/r3-7qet-rp11,NA,Thesis,2021,Metadata Frameworks Driven by Indigenous Communities in Canada's North: An Exploration,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,NA,NA,Conference paper,2016,Of places and names: working with northern Canadian communities to enhance subject access to digital resources,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415,10.2218/ijdc.v13i1.534,NA,journal-article,2018,Participatory Prototype Design: Developing a Sustainable Metadata Curation Workflow for Maternal Child Health Research,International Journal of Digital Curation,NA,NA,NA,NA,NA,NA,NA,NA
2416,NA,NA,Article,2010,Reading Orlando with the Mandala Browser: A case study in algorithmic criticism via experimental visualization,Digital Studies/Le champ numérique,NA,NA,NA,NA,NA,NA,NA,NA
2417,10.33137/ijidi.v2i3.32190,NA,Article,2018,Rethinking Representation,"The International Journal of Information, Diversity, & Inclusion",NA,NA,NA,NA,NA,NA,NA,NA
2418,10.29173/cais931,NA,Article,2015,Shaping of a digital library Canada’s North: The case of the inuvialuit settlement region,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2419,NA,NA,Article,2013,TAP: A Tiered Preservation Model for Digital Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,NA,NA,Article,2017,The Canadian Linked Data Summit: Developing Canada's Linked Data Future through Cooperative Alliances,Collaborative Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
2421,10.1080/19386389.2017.1285141,NA,Article,2017,Understanding Community Appropriate Metadata through Bernstein's Theory of Language Codes,Journal of Library Metadata,NA,NA,NA,NA,NA,NA,NA,NA
2422,10.33137/ijidi.v2i1/2.32218,NA,Article,2017,Unsettling Our Practice: Decolonizing Description at the University of Alberta Libraries,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423,NA,NA,Article,2018,Unsettling Our Practices,"The International Journal of Information, Diversity, & Inclusion",NA,NA,NA,NA,NA,NA,NA,NA
2424,NA,NA,Article,2009,Visualizing varieties of association in Orlando,Journal of the Chicago Colloquium on Digital Humanities and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA
2425,10.7939/r3-k5ja-7w76,NA,Book Chapter,2020,A Human Library with a Side of Critical Thinking: Considering Oral Narratives and Scholarly Articles,NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,NA,NA,Article,2018,Bringing Women's Studies to Life: Integrating a Human Library into Augustana's Women's Studies Curriculum.,College Quarterly,NA,NA,NA,NA,NA,NA,NA,NA
2427,10.15845/noril.v3i1.126,NA,Article,2011,Evaluation and Assessment in Information Literacy: WASSAIL as a tool to support diverse methods,Nordic Journal of Information Literacy in Higher Education,NA,NA,NA,NA,NA,NA,NA,NA
2428,10.7939/R3F879,NA,Article,2009,"Evaluation is the Answer: Who, What, When, Where, Why and How are the Questions",NA,NA,NA,NA,NA,NA,NA,NA,NA
2429,NA,NA,Article,2011,"Fags, Blacks and Hutterites: Challenging Prejudice and Stereotypes with the augustana human library","Retrieved from American Library Association, Retreived from http://www. ala …",NA,NA,NA,NA,NA,NA,NA,NA
2430,10.15760/comminfolit.2007.1.1.3,NA,Article,2007,Information literacy at Augustana: A programmatic approach,Communications in Information Literacy,NA,NA,NA,NA,NA,NA,NA,NA
2431,10.1108/LM-03-2014-0035,NA,Article,2014,Institutions collaborating on an information literacy assessment tool,Library Management,NA,NA,NA,NA,NA,NA,NA,NA
2432,NA,NA,Article,2006,Librarians Influencing Curricular Change: Integrating For-Credit Discipline Specific Information Literacy Courses in an Undergraduate Setting,LIBRARY ORIENTATION SERIES,NA,NA,NA,NA,NA,NA,NA,NA
2433,10.5860/crln.74.1.8883,NA,Article,2013,Making assessment less scary: Academic libraries collaborate on an information literacy assessment model,College & Research Libraries News,NA,NA,NA,NA,NA,NA,NA,NA
2434,10.5860/crl.77.2.184,NA,Article,2016,Personal librarian for Aboriginal students: a programmatic assessment,College & Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2435,10.1080/08941920.2014.948241,NA,Article,2015,Dead Ducks and Dirty Oil: Media Representations and Environmental Solutions,Society & Natural Resources,33,2,131-142,NA,NA,NA,NA,NA
2436,10.1108/01604951111181119,NA,Article,2011,A citation study of public health Masters' theses,Collection building,NA,NA,NA,NA,NA,NA,NA,NA
2437,10.5860/crln.63.7.506,NA,Article,2002,Computer manuals in the academic library collection: Improving accessibility,College & research libraries news,NA,NA,NA,NA,NA,NA,NA,NA
2438,10.1108/RSR-04-1997-0001,NA,Article,1997,Creating an X Window Terminalbased Information Technology Center,Reference Services Review,NA,NA,NA,NA,NA,NA,NA,NA
2439,10.1108/bl.2001.17014aab.012,NA,Article,2001,Measuring serials usage using faculty cited journals data,The Bottom Line,NA,NA,NA,NA,NA,NA,NA,NA
2440,10.5860/crl.81.2.215,NA,Article,2020,"Science A&I Database Holdings at ARL and Oberlin Group Libraries, 2011–2016: A Longitudinal Study",College & Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2441,NA,10.1108/eb049241,Article,1995,Usenet as a reference tool,Reference services review,NA,NA,NA,NA,NA,NA,NA,NA
2442,NA,NA,Report,2003,The Centre for Subatomic Research Web Site: A Report on Usability and Information Architecture,NA,NA,NA,NA,NA,NA,NA,NA,NA
2443,10.1353/lib.2019.0035,NA,Article,2019,""" The Power of Knowledge, Objectified"": Immaterial Labor, Cognitive Capitalism, and Academic Librarianship",library trends,NA,NA,NA,NA,NA,NA,NA,NA
2444,10.7939/r3-26j6-5r32,NA,Book Chapter,2017,"“Ruthless Criticism of All that Exists”: Marxism, Technology, and Library Work",NA,NA,NA,NA,NA,NA,NA,NA,NA
2445,10.7939/R3V698G34,NA,Book Chapter,2016,Agile open-source discovery: blacklight with EBSCO discovery service,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,10.1177/03098168211035847,NA,Book Review,2021,"Book Review: The Ungovernable Society: A Genealogy of Authoritarian Liberalism, by Grégoire Chamayou",Capital & Class,NA,NA,NA,NA,NA,NA,NA,NA
2447,10.21083/partnership.v16i1.6126,NA,Article,2021,Canadian Librarianship and the Politics of Recognition,Partnership: Canadian journal of library and information practice and …,NA,NA,NA,NA,NA,NA,NA,NA
2448,10.7939/R3QZ22X8K,NA,Article,2007,"Carlyle, Panizzi, and the Public Library Ideal",NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,10.21083/partnership.v12i1.3961,NA,Article,2017,Coding and Professional Development-Part 1: A Study in Contradictions,Partnership: The Canadian Journal of Library and Information Practice and …,NA,NA,NA,NA,NA,NA,NA,NA
2450,10.21083/partnership.v12i1.3962,NA,Article,2017,Coding and Professional Development-Part 2: A Case Study of Grassroots Change,Partnership: The Canadian Journal of Library and Information Practice and …,NA,NA,NA,NA,NA,NA,NA,NA
2451,NA,NA,Article,2021,Compound Brain or General Intellect? Paolo Virno’s Transindividuality,New Proposals: Journal of Marxism and Interdisciplinary Inquiry,NA,NA,NA,NA,NA,NA,NA,NA
2452,NA,978-1-63400-087-1,Book,2019,Confronting the democratic discourse of librarianship: A Marxist approach,Library Juice Press,NA,NA,NA,NA,NA,NA,NA,NA
2453,10.7939/R3XK8551X,NA,Report,2013,Discovery Project Charter (2013),NA,NA,NA,NA,NA,NA,NA,NA,NA
2454,10.22215/etd/2011-09104,NA,Thesis,2011,Galina Ustvolskaya: orthodoxy and transgression in Soviet music,Carleton University,NA,NA,NA,NA,NA,NA,NA,NA
2455,10.7939/R3833MZ4F,NA,Article,2013,Hacking and Making in the Library Community: Access and Code4Lib.,NA,NA,NA,NA,NA,NA,NA,NA,NA
2456,NA,NA,Article,2018,"Libraries, labour, capital: On formal and real subsumption",Journal of Radical Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
2457,10.7939/r3-xshz-d290,NA,Article,2020,"Opposite Realities: Reason, Constituent Power, and Academic Freedom",NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,10.20355/jcie29410,NA,Article,2020,"Proxying the Data Body: Artificial Intelligence, Federated Identity, and Machinic Subjection",NA,NA,NA,NA,NA,NA,NA,NA,NA
2459,10.7939/r3-8act-f879,NA,Report,2019,"Red Librarianship, 2016-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,10.33137/cjal-rcbu.v6.33980,NA,Article,2020,"The Antinomies of Academic Freedom: Reason, Trans Rights, and Constituent Power",Canadian Journal of Academic Librarianship/Revue canadienne de …,NA,NA,NA,NA,NA,NA,NA,NA
2461,NA,NA,Blog Post,2019,"The Learning Factory, or the Reserve Army of Academic Librarianship",NA,NA,NA,NA,NA,NA,NA,NA,NA
2462,10.29173/pathfinder46,NA,Article,2021,The Onus of Explanation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2463,NA,NA,Article,2018,The politics of public library history,NA,NA,NA,NA,NA,NA,NA,NA,NA
2464,10.7939/r3-28xg-jk65,NA,Article,2019,"The Power of Knowledge, Objectified: Immaterial Labor, Cognitive Capitalism, and Academic Librarianship",Library Trends,43,4,337-345,NA,NA,NA,NA,NA
2465,NA,NA,Book Chapter,2020,The problem of neutrality and intellectual freedom: The case of libraries,The free speech wars,NA,NA,NA,NA,NA,NA,NA,NA
2466,NA,NA,Blog Post,2018,The value of degrees,Sam Popowich,NA,NA,NA,NA,NA,NA,NA,NA
2467,10.7939/R3W37M852,NA,Article,2017,Truth Machines: The Political Economy of Command and Control,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,10.33137/cjal-rcbu.v5.31476,NA,Article,2019,"University Commons Divided: Exploring Debate & Dissent on Campus, by Peter MacKinnon",Canadian Journal of Academic Librarianship,NA,NA,NA,NA,NA,NA,NA,NA
2469,NA,NA,Article,2021,Wittgenstein and Intellectual Freedom,NA,NA,NA,NA,NA,NA,NA,NA,NA
2470,10.1111/j.1741-6787.2010.00197.x,NA,Article,2010,Mapping the Knowledge Utilization Field in Nursing from 1945 to 2004: A Bibliometric Analysis,Worldviews on Evidence-Based Nursing,3,NA,NA,NA,NA,NA,NA,NA
2471,10.1186/1748-5908-3-49,NA,Review,2008,"The intellectual structure and substance of the knowledge utilization field: A longitudinal author co-citation analysis, 1945 to 2004",Implementation Science,3,NA,NA,NA,NA,NA,NA,NA
2472,https://doi.org/10.7939/r3cf3w,NA,Article,2005,Blended Libraries: Not-so-common Spaces in Alberta's Academic Libraries,NA,NA,NA,NA,https://openalex.org/W2231510570,NA,NA,NA,NA
2473,https://doi.org/10.1080/03615260802060377,NA,Book Review,2008,"Social Software in Libraries: Building Collaboration, Communication, and Community Online, by Meredith G. Farkas: Meredith G. Farkas. Medford, NJ: Information Today, 2007. xxiv, 320 pp. $39.50. ISBN 978-1-57387-275-1",Serials Librarian,55,3,494-495,https://openalex.org/W1521081299,NA,NA,NA,NA
2474,https://doi.org/10.1300/j122v25n03_07,NA,journal-article,2005,Weblogs: Their Use and Application in Science and Technology Libraries,Science & Technology Libraries,25,3,105-116,https://openalex.org/W2316672540,NA,NA,NA,NA
2475,10.18438/B8033X,NA,Article,2016,A big step forward: It’s time for a database of evidence summaries in library and information practice,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2476,10.1177/0165551504044668,NA,Article,2004,A content analysis of librarianship research,Journal of information science,NA,NA,NA,NA,NA,NA,NA,NA
2477,10.29085/9781856047852.029,NA,Book Chapter,2004,A future for evidence-based information practice,"Evidence Based Practice for Information Professionals: A Handbook, Facet …",NA,NA,NA,NA,NA,NA,NA,NA
2478,10.1177/2158244013490708,NA,Article,2013,Academic librarians use evidence for convincing: a qualitative study,SAGE Open,NA,NA,NA,NA,NA,NA,NA,NA
2479,10.18438/B8JC8J,NA,Article,2012,Academic librarians’ conception and use of evidence sources in practice,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2480,NA,9781856047852,Book Chapter,2004,Applying evidence to your everyday practice,Evidence-based practice for information professionals: A handbook,NA,NA,NA,NA,NA,NA,NA,NA
2481,10.29173/lirg644,NA,Article,2014,Assessing the impact of evidence summaries in library and information practice,Library and Information Research,NA,NA,NA,NA,NA,NA,NA,NA
2482,NA,978-0-8389-1521-9,Book,2016,Being Evidence Based in Library and Information Practice,Facet Publishing,NA,NA,NA,NA,NA,NA,NA,NA
2483,10.1080/14733145.2012.705115,NA,Book Review,2012,Book Review: Towards professional wisdom: practical deliberation in the people professions,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484,10.18438/B8CD1P,NA,Article,2016,Building a Home for Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA,NA
2485,NA,NA,Article,2010,Can Scholarly Communication be Evidence Based?,NA,NA,NA,NA,NA,NA,NA,NA,NA
2486,10.29173/cais26,NA,Article,2000,Centres for Health Evidence Demonstration Project,Proceedings of the Annual Conference of CAIS/Actes du congrès annuel de l'ACSI,NA,NA,NA,NA,NA,NA,NA,NA
2487,10.29173/lirg486,NA,Article,2011,Considering the place of practice-based evidence within Evidence Based Library and Information Practice (EBLIP),Library and Information Research,NA,NA,NA,NA,NA,NA,NA,NA
2488,10.18438/B8PC8S,NA,Article,2014,Counting what cannot be counted: bringing the humanities to EBLIP,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2489,10.5860/crl.76.1.100,NA,Article,2015,Determinants of Evidence Use in Academic Librarian Decision Making,College & Research Libraries,NA,NA,NA,NA,NA,NA,NA,NA
2490,10.1046/j.1471-1842.2002.00372.x,NA,Article,2002,Developing evidence‐based librarianship: practical steps for implementation,Health Information & Libraries Journal,NA,NA,NA,NA,NA,NA,NA,NA
2491,NA,NA,Article,2001,Developing evidence based librarianship in Canada: six aspects for consideration,Hypothesis,NA,NA,NA,NA,NA,NA,NA,NA
2492,NA,9781856047852,Book Chapter,2004,Disseminating the lessons of evidence-based practice,"BOOTH, Andrew and BRICE, Anne. Evidence-based practice for information …",NA,NA,NA,NA,NA,NA,NA,NA
2493,10.18438/B8659R,NA,Article,2013,EBLIP7 Keynote: what we talk about when we talk about evidence,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2494,10.18438/B8MS3D,NA,Review,2006,Effective methods for teaching information literacy skills to undergraduate students: A systematic review and meta-analysis,Library and Information Science: Parameters and Perspectives,NA,NA,NA,NA,NA,NA,NA,NA
2495,10.7771/2380-176X.8334,NA,Article,2019,Embracing automation for monograph acquisition,Against the Grain,NA,NA,NA,NA,NA,NA,NA,NA
2496,NA,NA,Article,2007,Establishing a model for evidence based collection management,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,NA,NA,Article,2002,Evidence-based librarianship,Feliciter,NA,NA,NA,NA,NA,NA,NA,NA
2498,NA,NA,Article,2006,"Evidence-Based Library and Information Practice, № 1",Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2499,NA,NA,Article,2014,Examining success: identifying factors that contribute to research productivity across librarianship and other disciplines,Library and Information Research,NA,NA,NA,NA,NA,NA,NA,NA
2500,10.1046/j.1365-2532.20.s1.12.x,NA,Article,2003,Facilitating evidence‐based librarianship: a Canadian experience,Health Information & Libraries Journal,NA,NA,NA,NA,NA,NA,NA,NA
2501,NA,NA,Article,2019,Gifts for the Collections: Guidelines for Libraries (2019 Extended Edition),IFLA Acquisition & Collection Development Section,NA,NA,NA,NA,NA,NA,NA,NA
2502,NA,NA,Thesis,2013,How academic librarians use evidence in their decision making : reconsidering the evidence based practice model,Aberystwyth University,NA,NA,NA,NA,NA,NA,NA,NA
2503,10.1111/j.1471-1842.2005.00559.x,NA,Article,2005,Impact of librarians in first‐year medical and dental student problem‐based learning (PBL) groups: a controlled study,Health Information & Libraries Journal,NA,NA,NA,NA,NA,NA,NA,NA
2504,10.1300/J101v17n33_12,NA,Article,2005,Just another format: integrating resources for users of personal digital assistants,The Acquisitions Librarian,NA,NA,NA,NA,NA,NA,NA,NA
2505,NA,NA,Article,2009,Librarians and libraries supporting open access publishing.,Canadian Journal of Higher Education,NA,NA,NA,NA,NA,NA,NA,NA
2506,10.21083/partnership.v2i1.149,NA,Article,2007,Librarianship and the Culture of Busy,Partnership: the Canadian Journal of Library and Information Practice and …,NA,NA,NA,NA,NA,NA,NA,NA
2507,10.1353/pla.2004.0043,NA,Article,2004,Library services for users of personal digital assistants: a needs assessment and program evaluation,portal: Libraries and the Academy,NA,NA,NA,NA,NA,NA,NA,NA
2508,NA,NA,Article,2010,Looking at things in new ways,NA,NA,NA,NA,NA,NA,NA,NA,NA
2509,10.18438/B8HG88,NA,Article,2009,Looking forward,Evidence based library and information practice,NA,NA,NA,NA,NA,NA,NA,NA
2510,10.18438/B8788Q,NA,Article,2014,McClure and Samuels’ study on information sources used for decision making and the connection to organizational climate still resonates today,Evidence Based Library and Information Practice,NA,NA,NA,NA,NA,NA,NA,NA
2511,NA,NA,Article,2007,On evidence based practice and innovation,NA,NA,NA,NA,NA,NA,NA,NA,NA
